iid;title;year;Adventure;Fantasy;Children;Animation;Comedy;Romance;Drama;Thriller;Action;Crime;Horror;Mystery;Sci-Fi;War;Musical;Documentary;IMAX;Western;Film-Noir;(no genres listed);directors;actors;writers
74545;Ghost Writer;2010;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;Bene Dion Rajagukguk;Tatjana Saphira,Ge Pamungkas,Deva Mahenra;Bene Dion Rajagukguk,Nonny Boenawan
74553;Secret of Kells;2009;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Tomm Moore,Nora Twomey;Evan McGuire,Brendan Gleeson,Mick Lally;Tomm Moore,Fabrice Ziolkowski
74580;Spy Next Door;2010;False;False;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Viroj Thongsiew;Pongsak Pongsuwan,Unchisa Liawpiroj,Thawatchai Kacha-anand;N/A
74624;Agora;2009;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Alejandro Amenábar;Rachel Weisz,Max Minghella,Oscar Isaac;Alejandro Amenábar,Mateo Gil
74647;Motherhood;2009;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Katherine Dieckmann;Uma Thurman,Anthony Edwards,Minnie Driver;Katherine Dieckmann
74668;District 13: Ultimatum;2009;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;;;
74677;Yes Men Fix the World;2009;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;Andy Bichlbaum,Mike Bonanno,Kurt Engfehr;Reggie Watts,Mike Bonanno,Andy Bichlbaum;Andy Bichlbaum,Mike Bonanno
74683;Mike Bassett: England Manager;2001;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Steve Barron;Kevin Piper,Ricky Tomlinson,Malcolm Terris;Rob Sprackling,Johnny Smith
74685;Crazies;2010;False;False;False;False;False;False;True;True;True;False;True;False;True;False;False;False;False;False;False;False;A. Palumbo;A. Palumbo;A. Palumbo
74688;Dear John;2010;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;Lasse Hallström;Channing Tatum,Amanda Seyfried,Richard Jenkins;Jamie Linden,Nicholas Sparks
74696;Last Train Home;2009;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;Randy Bradshaw;Ron White,Noam Zylberman,Donna Goodhand,Katharine Isabelle;Jeremy Hole
74698;Tooth Fairy;2010;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Michael Lembeck;Dwayne Johnson,Ashley Judd,Julie Andrews;Lowell Ganz,Babaloo Mandel,Joshua Sternin
74727;Gentlemen of Fortune;1972;False;False;False;False;True;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;N/A;N/A;N/A
74750;[REC]²;2009;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;Jaume Balagueró,Paco Plaza;Jonathan D. Mellor,Manuela Velasco,Óscar Zafra;Jaume Balagueró,Manu Díaz,Paco Plaza
74754;Room;2003;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Lenny Abrahamson;Brie Larson,Jacob Tremblay,Sean Bridgers;Emma Donoghue
74789;Alice in Wonderland;2010;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;Tim Burton;Mia Wasikowska,Johnny Depp,Helena Bonham Carter;Linda Woolverton,Lewis Carroll
74791;Town Called Panic;2009;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Stéphane Aubier,Vincent Patar;N/A;N/A
74795;Green Zone;2010;False;False;False;False;False;False;True;True;True;False;False;False;False;True;False;False;False;False;False;False;Paul Greengrass;Matt Damon,Jason Isaacs,Greg Kinnear;Brian Helgeland,Rajiv Chandrasekaran
74851;From Paris with Love;2010;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;Pierre Morel;John Travolta,Jonathan Rhys Meyers,Kasia Smutniak;Adi Hasak,Luc Besson
74868;Dorian Gray;2009;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;Oliver Parker;Ben Barnes,Colin Firth,Rebecca Hall;Toby Finlay,Oscar Wilde
74916;Greenberg;2010;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Noah Baumbach;Ben Stiller,Greta Gerwig,Jennifer Jason Leigh;Jennifer Jason Leigh,Noah Baumbach
74946;She's Out of My League;2010;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Jim Field Smith;Jay Baruchel,Alice Eve,T.J. Miller;Sean Anders,John Morris
74948;Harry Brown;2009;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;Daniel Barber;Michael Caine,Emily Mortimer,David Bradley;Gary Young
75341;Remember Me;2010;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Allen Coulter;Robert Pattinson,Emilie de Ravin,Caitlyn Rund;Will Fetters
75389;Burrowers;2008;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;J.T. Petty;Clancy Brown,David Busse,Harley Coriz;J.T. Petty
75395;Frozen;2010;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;Chris Buck,Jennifer Lee;Kristen Bell,Idina Menzel,Jonathan Groff;Jennifer Lee,Hans Christian Andersen,Chris Buck
75416;Generation X;1996;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;Jack Sholder;Matt Frewer,Finola Hughes,Jeremy Ratchford,Heather McComb;Eric Blakeney
75446;Little Ashes;2008;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Paul Morrison;Robert Pattinson,Javier Beltrán,Matthew McNulty;Philippa Goslett
75803;Our Family Wedding;2010;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Rick Famuyiwa;America Ferrera,Forest Whitaker,Carlos Mencia;Wayne Conley,Malcolm Spellman,Rick Famuyiwa
75805;Bounty Hunter;2010;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Dylan Tilbury;Jessica Kate Flockart,Bradley Stevens,Dylan Tilbury;Dylan Tilbury
75813;Leaves of Grass;2009;False;False;False;False;True;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;Tim Blake Nelson;Edward Norton,Keri Russell,Henry Max Nelson;Tim Blake Nelson
75816;Women in Trouble;2009;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Sebastian Gutierrez;Carla Gugino,Adrianne Palicki,Connie Britton;Sebastian Gutierrez
75947;Mondo Cane;1962;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;Paolo Cavara,Gualtiero Jacopetti,Franco Prosperi;Stefano Sibaldi,Rossano Brazzi,Yves Klein;Paolo Cavara,Gualtiero Jacopetti
75985;Repo Men;2010;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;Miguel Sapochnik;Jude Law,Forest Whitaker,Alice Braga;Eric Garcia,Garrett Lerner
76030;Case 39;2009;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;Christian Alvart;Renée Zellweger,Ian McShane,Jodelle Ferland;Ray Wright
76054;Oceans;2009;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;N/A;Mark Halliley,Lucy Blue,Philippe Cousteau Jr.;N/A
76060;Slammin' Salmon;2009;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Kevin Heffernan;Michael Clarke Duncan,Jay Chandrasekhar,Kevin Heffernan;Jay Chandrasekhar,Kevin Heffernan,Steve Lemme
76077;Hot Tub Time Machine;2010;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;Steve Pink;John Cusack,Rob Corddry,Craig Robinson;Josh Heald,Sean Anders,John Morris
76091;Mother;2009;False;False;False;False;False;False;True;True;False;True;False;True;False;False;False;False;False;False;False;False;Albert Brooks;Albert Brooks,Debbie Reynolds,Paul Collins;Albert Brooks,Monica Mcgowan Johnson
76093;How to Train Your Dragon;2010;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;Dean DeBlois,Chris Sanders;Jay Baruchel,Gerard Butler,Christopher Mintz-Plasse;William Davies,Dean DeBlois,Chris Sanders
76143;Bone Man;2009;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;Dele Adeyemo,Gordon Ballantyne;N/A;N/A
76173;Micmacs;2009;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;Jean-Pierre Jeunet;Dany Boon,André Dussollier,Nicolas Marié;Jean-Pierre Jeunet,Guillaume Laurant
76175;Clash of the Titans;2010;True;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;Louis Leterrier;Sam Worthington,Liam Neeson,Ralph Fiennes;Travis Beacham,Phil Hay,Matt Manfredi
76251;Kick-Ass;2010;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Matthew Vaughn;Aaron Taylor-Johnson,Nicolas Cage,Chloë Grace Moretz;Jane Goldman,Matthew Vaughn,Mark Millar
76293;Date Night;2010;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Shawn Levy;Steve Carell,Tina Fey,Mark Wahlberg;Josh Klausner
76301;Emperor's New Groove 2: Kronk's New Groove;2005;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
76738;Steam of Life;2010;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;;;
76743;Mortadelo & Filemon: The Big Adventure;2003;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Javier Fesser;Benito Pocino,Pepe Viyuela,Dominique Pinon;Javier Fesser,Guillermo Fesser,Francisco Ibáñez
76751;American Drug War: The Last White Hope;2007;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;Kevin Booth;Joe Arpaio,Jello Biafra,Osama bin Laden;N/A
76763;Runaways;2010;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;N/A;Rhenzy Feliz,Lyrica Okano,Virginia Gardner;Stephanie Savage,Josh Schwartz
77177;Wild China;2008;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;N/A;Bernard Hill;N/A
77191;Death at a Funeral;2010;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Frank Oz;Matthew Macfadyen,Peter Dinklage,Ewen Bremner;Dean Craig
77201;Valhalla Rising;2009;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;False;False;False;False;Nicolas Winding Refn;Mads Mikkelsen,Maarten Stevenson,Alexander Morton;Nicolas Winding Refn,Roy Jacobsen,Matthew Read
77206;Diary of a Wimpy Kid;2010;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Thor Freudenthal;Zachary Gordon,Robert Capron,Rachael Harris;Jackie Filgo,Jeff Filgo,Gabe Sachs
77233;Union: The Business Behind Getting High;2007;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;Brett Harvey;Adam Scorgie,Chris Bennett,Steve Bloom;Brett Harvey,Adam Scorgie
77266;Disgrace;2008;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Steve Jacobs;John Malkovich,Natalie Becker,Jessica Haines;J.M. Coetzee,Anna Maria Monticelli
77364;Losers;2010;True;False;False;False;False;False;True;True;True;False;False;True;False;False;False;False;False;False;False;False;N/A;Michael Bentt,Surya Bonaly,Harold Perrineau;N/A
77414;Last Song;2010;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Shigemichi Sugita;Masahiro Motoki,Hidetaka Yoshioka,Narumi Yasuda;Hisashi Nozawa
77421;Cyrus;2010;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Jay Duplass,Mark Duplass;John C. Reilly,Marisa Tomei,Jonah Hill;Mark Duplass,Jay Duplass
77427;Human Centipede;2009;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;Tom Six;Dieter Laser,Ashley C. Williams,Ashlynn Yennie;Tom Six
77455;Exit Through the Gift Shop;2010;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;Banksy;Banksy,Mr. Brainwash,Space Invader;N/A
77561;Iron Man 2;2010;True;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;False;Jon Favreau;Robert Downey Jr.,Mickey Rourke,Gwyneth Paltrow;Justin Theroux,Stan Lee,Don Heck
77667;MacGruber;2010;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Jorma Taccone;Will Forte,Kristen Wiig,Val Kilmer;Will Forte,John Solomon,Jorma Taccone
77688;Three Men and a Cradle;1985;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
77709;Sky Crawlers;2008;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Akira Ishii;Mamoru Oshii;Kazuya Shimura
77795;Cargo;2009;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;Ben Howling,Yolanda Ramke;Simone Landers,Martin Freeman,Marlee Jane McPherson-Dobbins;Yolanda Ramke
77798;Nightmare on Elm Street;2010;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;Wes Craven;Heather Langenkamp,Johnny Depp,Robert Englund;Wes Craven
77800;Four Lions;2010;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Christopher Morris;Will Adamsdale,Riz Ahmed,Adeel Akhtar;Christopher Morris,Sam Bain,Jesse Armstrong
77841;St Trinian's 2: The Legend of Fritton's Gold;2009;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Oliver Parker,Barnaby Thompson;Rupert Everett,Colin Firth,David Tennant;Piers Ashworth,Nick Moorcroft,Ronald Searle
77846;12 Angry Men;1997;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;Sidney Lumet;Henry Fonda,Lee J. Cobb,Martin Balsam;Reginald Rose
77866;Robin Hood;2010;True;False;False;False;False;True;True;False;True;False;False;False;False;True;False;False;False;False;False;False;Ridley Scott;Russell Crowe,Cate Blanchett,Matthew Macfadyen;Brian Helgeland,Ethan Reiff,Cyrus Voris
77881;Lovers & Leavers;2002;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Jean-Marc Barr;Élodie Bouchez,Sergej Trifunovic,Madeleine Barr;Pascal Arnold,Jean-Marc Barr
77893;Merantau;2009;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;Gareth Evans;Iko Uwais,Sisca Jessica,Christine Hakim;Gareth Evans,Daiwanne Ralie
77931;Stingray Sam;2009;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;Cory McAbee;Cory McAbee,Crugie,David Hyde Pierce;Cory McAbee
78034;Cemetery Junction;2010;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Ricky Gervais,Stephen Merchant;Christian Cooke,Felicity Jones,Tom Hughes;Ricky Gervais,Stephen Merchant
78039;Blue Valentine;2010;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Derek Cianfrance;Ryan Gosling,Michelle Williams,John Doman;Derek Cianfrance,Joey Curtis,Cami Delavigne
78041;Killers;2010;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Robert Luketic;Katherine Heigl,Ashton Kutcher,Tom Selleck;Bob DeRosa,Ted Griffin
78088;Buried;2010;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;Rodrigo Cortés;Ryan Reynolds,José Luis García Pérez,Robert Paterson;Chris Sparling
78103;Shake Hands with the Devil;2007;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;Roger Spottiswoode;Roy Dupuis,Owen Sejake,James Gallanders;Judith Rascoe,Michael Donovan,Roméo Dallaire
78105;Prince of Persia: The Sands of Time;2010;True;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False;Mike Newell;Jake Gyllenhaal,Gemma Arterton,Ben Kingsley;Boaz Yakin,Doug Miro,Carlo Bernard
78116;Please Give;2010;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Nicole Holofcener;Catherine Keener,Oliver Platt,Rebecca Hall;Nicole Holofcener
78142;Baarìa;2009;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;Giuseppe Tornatore;Francesco Scianna,Margareth Madè,Lina Sastri;Giuseppe Tornatore
78160;Ricky Gervais Live: Animals;2003;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Dominic Brigstocke;Ricky Gervais,Stirling Gallacher;Ricky Gervais
78174;Sex and the City 2;2010;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Michael Patrick King;Sarah Jessica Parker,Kim Cattrall,Kristin Davis;Michael Patrick King,Candace Bushnell,Darren Star
78209;Get Him to the Greek;2010;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Nicholas Stoller;Jonah Hill,Russell Brand,Elisabeth Moss;Nicholas Stoller,Jason Segel
78218;Unthinkable;2010;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;Gregor Jordan;Samuel L. Jackson,Carrie-Anne Moss,Michael Sheen;Peter Woodward
78264;Back-up Plan;2010;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Alan Poul;Jennifer Lopez,Alex O'Loughlin,Michaela Watkins;Kate Angelo
78266;Splice;2009;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;Vincenzo Natali;Adrien Brody,Sarah Polley,Delphine Chanéac;Vincenzo Natali,Antoinette Terry Bryant,Doug Taylor
78316;Letters to Juliet;2010;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Gary Winick;Amanda Seyfried,Gael García Bernal,Vanessa Redgrave;Jose Rivera,Tim Sullivan
78349;Exam;2009;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;Stuart Hazeldine;Adar Beck,Gemma Chan,Nathalie Cox;Stuart Hazeldine,Simon Garrity
78467;Jonah Hex;2010;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;True;False;False;Jimmy Hayward;Josh Brolin,Megan Fox,John Malkovich;Mark Neveldine,Brian Taylor,William Farmer
78469;A-Team;2010;False;False;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;Joe Carnahan;Liam Neeson,Bradley Cooper,Sharlto Copley;Joe Carnahan,Brian Bloom,Skip Woods
78499;Toy Story 3;2010;True;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;Lee Unkrich;Tom Hanks,Tim Allen,Joan Cusack;John Lasseter,Andrew Stanton,Lee Unkrich
78544;Ricky Gervais Live 3: Fame;2007;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Dominic Brigstocke;Ricky Gervais,Robin Ince;Ricky Gervais
78574;Winter's Bone;2010;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;Debra Granik;Jennifer Lawrence,John Hawkes,Garret Dillahunt;Debra Granik,Anne Rosellini,Daniel Woodrell
78620;Scalphunters;1968;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;Sydney Pollack;Burt Lancaster,Shelley Winters,Telly Savalas;William W. Norton
78626;Barking Dogs Never Bite;2000;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;
78637;Shrek Forever After;2010;True;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;Mike Mitchell;Mike Myers,Cameron Diaz,Eddie Murphy;Josh Klausner,Darren Lemke,William Steig
78703;TiMER;2009;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Jac Schaeffer;Emma Caulfield Ford,Scott Holroyd,Kali Rocha;Jac Schaeffer
78746;Best Worst Movie;2009;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;Michael Paul Stephenson;George Hardy,Lily Hardy,Pita Ray;Michael Paul Stephenson
78772;Twilight Saga: Eclipse;2010;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;David Slade;Kristen Stewart,Robert Pattinson,Taylor Lautner;Melissa Rosenberg,Stephenie Meyer
78836;Enter the Void;2009;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Gaspar Noé;Nathaniel Brown,Paz de la Huerta,Cyril Roy;Gaspar Noé,Lucile Hadzihalilovic
78893;Last Airbender;2010;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;N/A;Dee Bradley Baker,Zach Tyler,Mae Whitman;Michael Dante DiMartino,Bryan Konietzko
78959;Endgame;2009;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;N/A;Shawn Doyle,Patrick Gallagher,Katharine Isabelle;Avrum Jacobson
79006;Empire of Dreams: The Story of the 'Star Wars' Trilogy;2004;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;Edith Becker,Kevin Burns;Robert Clotworthy,Walter Cronkite,George Lucas,Steven Spielberg;Ed Singer
79008;South Park: Imaginationland;2008;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Trey Parker;Trey Parker,Matt Stone,Adrien Beard,Kathryn Howell;Trey Parker,Matt Stone
79057;Predators;2010;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;Nimród Antal;Adrien Brody,Laurence Fishburne,Topher Grace;Alex Litvak,Michael Finch,Jim Thomas
79073;When You're Strange;2009;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;Tom DiCillo;Johnny Depp,John Densmore,Robby Krieger;Tom DiCillo
79091;Despicable Me;2010;False;False;True;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;Pierre Coffin,Chris Renaud;Steve Carell,Jason Segel,Russell Brand;Cinco Paul,Ken Daurio,Sergio Pablos
79132;Inception;2010;False;False;False;False;False;False;True;True;True;True;False;True;True;False;False;False;True;False;False;False;Christopher Nolan;Leonardo DiCaprio,Joseph Gordon-Levitt,Elliot Page;Christopher Nolan
79134;Grown Ups;2010;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Dennis Dugan;Adam Sandler,Salma Hayek,Kevin James;Adam Sandler,Fred Wolf
79139;Sorcerer's Apprentice;2010;True;True;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Jon Turteltaub;Nicolas Cage,Jay Baruchel,Alfred Molina;Lawrence Konner,Mark Rosenthal,Matt Lopez
79185;Knight and Day;2010;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;James Mangold;Tom Cruise,Cameron Diaz,Peter Sarsgaard;Patrick O'Neill
79224;Karate Kid;2010;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;Abraham Cruz;Tony Ferrer,Bernard Belleza,Vilma Valera;Felipe Baron
79242;Kids Are All Right;2010;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Lisa Cholodenko;Annette Bening,Julianne Moore,Mark Ruffalo;Lisa Cholodenko,Stuart Blumberg
79251;Serbian Film;2010;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;;;
79259;Cherrybomb;2009;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;Lisa Barros D'Sa,Glenn Leyburn;Rupert Grint,Robert Sheehan,James Nesbitt;Daragh Carville
79274;Batman: Under the Red Hood;2010;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Brandon Vietti;Bruce Greenwood,Jensen Ackles,John DiMaggio,Neil Patrick Harris;Judd Winick,Bob Kane
79293;Salt;2010;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;Phillip Noyce;Angelina Jolie,Liev Schreiber,Chiwetel Ejiofor;Kurt Wimmer
79299;No. 1 Ladies' Detective Agency;2008;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;N/A;Jill Scott,Anika Noni Rose,Lucian Msamati;N/A
79333;Watch Out for the Automobile;1966;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
79357;Mr. Nobody;2009;False;True;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;False;Jaco Van Dormael;Jared Leto,Sarah Polley,Diane Kruger;Jaco Van Dormael
79428;Dinner for Schmucks;2010;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Jay Roach;Steve Carell,Paul Rudd,Stephanie Szostak;David Guion,Michael Handelman,Francis Veber
79501;Deadly Outlaw: Rekka;2002;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
79536;Hellsinki;2009;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;Anssi Mänttäri;Antero Priha;N/A
79553;Ip Man 2;2010;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
79572;Ramona and Beezus;2010;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Elizabeth Allen Rosenbaum;Joey King,Selena Gomez,Bridget Moynahan;Laurie Craig,Nick Pustay,Beverly Cleary
79590;Rebound;2009;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Steve Carr;Martin Lawrence,Megan Mullally,Breckin Meyer;Bill Wolff,Ed Decter,John J. Strauss
79592;Other Guys;2010;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Adam McKay;Will Ferrell,Mark Wahlberg,Derek Jeter;Adam McKay,Chris Henchy
79677;Two Escobars;2010;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;Jeff Zimbalist,Michael Zimbalist;María Ester Escobar,Alexis García V.,Jaime Gaviria Gómez;Jeff Zimbalist,Michael Zimbalist
79684;Paper Man;2009;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Kieran Mulroney,Michele Mulroney;Jeff Daniels,Emma Stone,Ryan Reynolds;Michele Mulroney,Kieran Mulroney
79695;Expendables;2010;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;Sylvester Stallone;Sylvester Stallone,Jason Statham,Jet Li;Dave Callaham,Sylvester Stallone
79702;Scott Pilgrim vs. the World;2010;False;True;False;False;True;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;Edgar Wright;Michael Cera,Mary Elizabeth Winstead,Kieran Culkin;Michael Bacall,Edgar Wright,Bryan Lee O'Malley
79798;I Killed My Mother;2009;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Christian Rae Villanueva;Pau Benitez;Christian Rae Villanueva
79868;Heartless;2009;False;True;False;False;False;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;Philip Ridley;Jim Sturgess,Luke Treadaway,Clémence Poésy;Philip Ridley
